week,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,Open,High,Low,Close,Volume,Close_change
2021-01-31,Super Bowl 2024,NFL Games Today,Dallas Cowboys,Adan Canto,Powerball,New Year's Day,"Perry, Iowa",Oscar nominations 2024,Kansas City Chiefs,Adam Harrison,Jim Harbaugh,Nick Saban retiring,Ohio State football,Vince McMahon,Alabama vs Michigan,Jason Kelce retire,Lipid,Dexter King,Penn State football,Super Bowl,Rickey Smiley,Pete Carroll,Doc Rivers,NFL playoff picture,Ecuador,13226.1796875,13878.16015625,13132.4697265625,13856.2998046875,36053010000,785.609375
2021-02-07,Dallas Cowboys,"Perry, Iowa",Adan Canto,Super Bowl 2024,New Year's Day,Kansas City Chiefs,Jason Kelce retire,NFL Games Today,Vince McMahon,Jim Harbaugh,Ohio State football,Adam Harrison,Powerball,Oscar nominations 2024,Alabama vs Michigan,Nick Saban retiring,Super Bowl,Ecuador,Pete Carroll,Doc Rivers,Rickey Smiley,NFL playoff picture,Lipid,Dexter King,Penn State football,13937.0595703125,14109.1201171875,13845.4697265625,14095.4697265625,46450950000,239.169921875
2021-02-14,Jim Harbaugh,Oscar nominations 2024,Kansas City Chiefs,Adam Harrison,Adan Canto,Powerball,Super Bowl 2024,Vince McMahon,Alabama vs Michigan,Dallas Cowboys,Jason Kelce retire,"Perry, Iowa",Nick Saban retiring,Ohio State football,NFL Games Today,New Year's Day,Ecuador,Dexter King,Super Bowl,Pete Carroll,NFL playoff picture,Lipid,Doc Rivers,Rickey Smiley,Penn State football,14152.2099609375,14175.1201171875,13714.349609375,13874.4599609375,28239840000,-221.009765625
2021-02-21,Dallas Cowboys,Ohio State football,Vince McMahon,Adam Harrison,Super Bowl 2024,Jason Kelce retire,Jim Harbaugh,NFL Games Today,New Year's Day,Powerball,"Perry, Iowa",Nick Saban retiring,Oscar nominations 2024,Kansas City Chiefs,Adan Canto,Alabama vs Michigan,Pete Carroll,NFL playoff picture,Rickey Smiley,Lipid,Ecuador,Penn State football,Dexter King,Super Bowl,Doc Rivers,13714.2001953125,13757.0595703125,13003.98046875,13192.349609375,32182970000,-682.1103515625
2021-02-28,Kansas City Chiefs,Powerball,New Year's Day,Vince McMahon,Adan Canto,Nick Saban retiring,Adam Harrison,Oscar nominations 2024,NFL Games Today,Jim Harbaugh,Ohio State football,Dallas Cowboys,Super Bowl 2024,"Perry, Iowa",Alabama vs Michigan,Jason Kelce retire,Dexter King,Ecuador,NFL playoff picture,Pete Carroll,Rickey Smiley,Doc Rivers,Penn State football,Super Bowl,Lipid,13406.16015625,13601.330078125,12397.0498046875,12920.150390625,31147230000,-272.19921875
2021-03-07,Vince McMahon,Adam Harrison,Dallas Cowboys,Alabama vs Michigan,NFL Games Today,Nick Saban retiring,Adan Canto,"Perry, Iowa",Jason Kelce retire,New Year's Day,Ohio State football,Kansas City Chiefs,Powerball,Super Bowl 2024,Jim Harbaugh,Oscar nominations 2024,Pete Carroll,Lipid,Dexter King,Super Bowl,Ecuador,Doc Rivers,NFL playoff picture,Penn State football,Rickey Smiley,12904.259765625,13433.6201171875,12599.23046875,13319.8603515625,29885730000,399.7099609375
2021-03-14,Dallas Cowboys,Vince McMahon,Super Bowl 2024,Adan Canto,NFL Games Today,"Perry, Iowa",Powerball,Oscar nominations 2024,New Year's Day,Alabama vs Michigan,Ohio State football,Kansas City Chiefs,Nick Saban retiring,Adam Harrison,Jim Harbaugh,Jason Kelce retire,Ecuador,Lipid,Rickey Smiley,Doc Rivers,Penn State football,Dexter King,Pete Carroll,Super Bowl,NFL playoff picture,13323.4697265625,13620.7099609375,13039.4501953125,13215.240234375,30372680000,-104.6201171875
2021-03-21,Super Bowl 2024,NFL Games Today,Vince McMahon,Dallas Cowboys,Adam Harrison,New Year's Day,Ohio State football,Nick Saban retiring,Powerball,"Perry, Iowa",Jim Harbaugh,Kansas City Chiefs,Alabama vs Michigan,Jason Kelce retire,Adan Canto,Oscar nominations 2024,Pete Carroll,Ecuador,Dexter King,Lipid,NFL playoff picture,Doc Rivers,Penn State football,Super Bowl,Rickey Smiley,13278.7802734375,13455.6396484375,12786.8095703125,13138.73046875,28104070000,-76.509765625
2021-03-28,"Perry, Iowa",Dallas Cowboys,Jason Kelce retire,Nick Saban retiring,Alabama vs Michigan,Jim Harbaugh,Super Bowl 2024,Oscar nominations 2024,New Year's Day,Adam Harrison,Ohio State football,Adan Canto,NFL Games Today,Powerball,Vince McMahon,Kansas City Chiefs,Super Bowl,Rickey Smiley,Doc Rivers,Lipid,Penn State football,Pete Carroll,NFL playoff picture,Dexter King,Ecuador,13103.9697265625,13487.080078125,12922.5703125,13480.1103515625,19268240000,341.3798828125
2021-04-04,New Year's Day,Adan Canto,Vince McMahon,Alabama vs Michigan,Jason Kelce retire,Ohio State football,NFL Games Today,Nick Saban retiring,Oscar nominations 2024,Adam Harrison,Kansas City Chiefs,Super Bowl 2024,Dallas Cowboys,Powerball,"Perry, Iowa",Jim Harbaugh,NFL playoff picture,Ecuador,Penn State football,Rickey Smiley,Dexter King,Pete Carroll,Lipid,Super Bowl,Doc Rivers,13594.900390625,13905.41015625,13582.759765625,13900.1904296875,20711160000,420.080078125
2021-04-11,Vince McMahon,Oscar nominations 2024,Adan Canto,Jason Kelce retire,Super Bowl 2024,Dallas Cowboys,"Perry, Iowa",Jim Harbaugh,New Year's Day,Nick Saban retiring,Kansas City Chiefs,Alabama vs Michigan,Powerball,NFL Games Today,Adam Harrison,Ohio State football,Penn State football,Doc Rivers,NFL playoff picture,Pete Carroll,Lipid,Rickey Smiley,Ecuador,Super Bowl,Dexter King,13854.4404296875,14062.5,13783.9501953125,14052.33984375,21425690000,152.1494140625
2021-04-18,Dallas Cowboys,Super Bowl 2024,Oscar nominations 2024,New Year's Day,"Perry, Iowa",Nick Saban retiring,Ohio State football,Alabama vs Michigan,Jason Kelce retire,Kansas City Chiefs,Powerball,Jim Harbaugh,Adam Harrison,NFL Games Today,Adan Canto,Vince McMahon,Super Bowl,Rickey Smiley,Doc Rivers,Lipid,Penn State football,Pete Carroll,NFL playoff picture,Ecuador,Dexter King,13984.580078125,14062.740234375,13698.669921875,14016.8095703125,21400270000,-35.5302734375
2021-04-25,Jim Harbaugh,Kansas City Chiefs,Vince McMahon,Adam Harrison,Jason Kelce retire,New Year's Day,Super Bowl 2024,Oscar nominations 2024,Nick Saban retiring,Alabama vs Michigan,Adan Canto,"Perry, Iowa",NFL Games Today,Powerball,Dallas Cowboys,Ohio State football,Dexter King,Pete Carroll,Ecuador,Rickey Smiley,NFL playoff picture,Lipid,Super Bowl,Penn State football,Doc Rivers,14052.3798828125,14211.5703125,13941.6298828125,13962.6796875,23477870000,-54.1298828125
2021-05-02,Adam Harrison,Alabama vs Michigan,Powerball,NFL Games Today,Adan Canto,"Perry, Iowa",New Year's Day,Vince McMahon,Jim Harbaugh,Nick Saban retiring,Oscar nominations 2024,Dallas Cowboys,Ohio State football,Jason Kelce retire,Kansas City Chiefs,Super Bowl 2024,Pete Carroll,Lipid,Dexter King,Ecuador,NFL playoff picture,Super Bowl,Penn State football,Doc Rivers,Rickey Smiley,14031.76953125,14042.1201171875,13439.3896484375,13752.240234375,24589350000,-210.439453125
2021-05-09,Jim Harbaugh,Ohio State football,Kansas City Chiefs,Nick Saban retiring,Oscar nominations 2024,Dallas Cowboys,Adam Harrison,Vince McMahon,Jason Kelce retire,Super Bowl 2024,"Perry, Iowa",New Year's Day,Alabama vs Michigan,NFL Games Today,Adan Canto,Powerball,Lipid,Pete Carroll,Ecuador,Super Bowl,NFL playoff picture,Dexter King,Penn State football,Rickey Smiley,Doc Rivers,13687.58984375,13687.9296875,13002.5400390625,13429.98046875,23030710000,-322.259765625
2021-05-16,NFL Games Today,Kansas City Chiefs,Nick Saban retiring,Alabama vs Michigan,"Perry, Iowa",Vince McMahon,Ohio State football,Jim Harbaugh,New Year's Day,Jason Kelce retire,Super Bowl 2024,Powerball,Oscar nominations 2024,Adam Harrison,Adan Canto,Dallas Cowboys,Super Bowl,Doc Rivers,Rickey Smiley,Dexter King,NFL playoff picture,Penn State football,Lipid,Ecuador,Pete Carroll,13368.7998046875,13616.580078125,13072.23046875,13470.990234375,20357300000,41.009765625
2021-05-23,New Year's Day,Dallas Cowboys,Jim Harbaugh,Jason Kelce retire,Super Bowl 2024,Vince McMahon,Ohio State football,Adan Canto,NFL Games Today,Adam Harrison,Nick Saban retiring,Alabama vs Michigan,Kansas City Chiefs,Oscar nominations 2024,Powerball,"Perry, Iowa",Lipid,Super Bowl,Penn State football,Doc Rivers,NFL playoff picture,Dexter King,Rickey Smiley,Pete Carroll,Ecuador,13557.2099609375,13820.8701171875,13551.009765625,13748.740234375,21438080000,277.75
2021-05-30,Jason Kelce retire,"Perry, Iowa",Super Bowl 2024,Vince McMahon,Oscar nominations 2024,Kansas City Chiefs,Adan Canto,Alabama vs Michigan,New Year's Day,Ohio State football,Powerball,Nick Saban retiring,NFL Games Today,Adam Harrison,Dallas Cowboys,Jim Harbaugh,Pete Carroll,Rickey Smiley,NFL playoff picture,Penn State football,Super Bowl,Lipid,Dexter King,Ecuador,Doc Rivers,13829.0595703125,13836.169921875,13548.9296875,13814.490234375,19040870000,65.75
2021-06-06,Alabama vs Michigan,Super Bowl 2024,Jason Kelce retire,Vince McMahon,Kansas City Chiefs,Nick Saban retiring,NFL Games Today,Dallas Cowboys,Ohio State football,Adam Harrison,Jim Harbaugh,"Perry, Iowa",Oscar nominations 2024,Adan Canto,New Year's Day,Powerball,Lipid,Ecuador,Rickey Smiley,Dexter King,Doc Rivers,Pete Carroll,NFL playoff picture,Penn State football,Super Bowl,13802.8203125,14069.419921875,13784.8896484375,14069.419921875,25315570000,254.9296875
2021-06-13,Nick Saban retiring,Jim Harbaugh,NFL Games Today,Jason Kelce retire,Dallas Cowboys,Adam Harrison,Powerball,Vince McMahon,Alabama vs Michigan,Oscar nominations 2024,Ohio State football,"Perry, Iowa",New Year's Day,Adan Canto,Kansas City Chiefs,Super Bowl 2024,Doc Rivers,Rickey Smiley,Super Bowl,Penn State football,Lipid,Ecuador,Dexter King,NFL playoff picture,Pete Carroll,14083.4697265625,14196.2099609375,13903.73046875,14030.3798828125,24337120000,-39.0400390625
2021-06-20,Nick Saban retiring,Powerball,Oscar nominations 2024,"Perry, Iowa",NFL Games Today,Adan Canto,Vince McMahon,Jim Harbaugh,Dallas Cowboys,Alabama vs Michigan,Jason Kelce retire,Ohio State football,Super Bowl 2024,New Year's Day,Adam Harrison,Kansas City Chiefs,Rickey Smiley,Doc Rivers,Super Bowl,Penn State football,Dexter King,Lipid,Ecuador,Pete Carroll,NFL playoff picture,14047.419921875,14414.4599609375,13960.0400390625,14360.3896484375,25205330000,330.009765625
2021-06-27,New Year's Day,Kansas City Chiefs,"Perry, Iowa",Jason Kelce retire,Dallas Cowboys,Jim Harbaugh,Vince McMahon,Super Bowl 2024,Adam Harrison,Oscar nominations 2024,NFL Games Today,Ohio State football,Powerball,Alabama vs Michigan,Nick Saban retiring,Adan Canto,Penn State football,Super Bowl,Doc Rivers,Ecuador,Lipid,Rickey Smiley,Dexter King,NFL playoff picture,Pete Carroll,14417.8095703125,14649.1103515625,14417.2001953125,14639.330078125,22640000000,278.9404296875
2021-07-04,Super Bowl 2024,Dallas Cowboys,Alabama vs Michigan,Jason Kelce retire,Kansas City Chiefs,Powerball,Adan Canto,Vince McMahon,Jim Harbaugh,Nick Saban retiring,New Year's Day,Oscar nominations 2024,NFL Games Today,"Perry, Iowa",Ohio State football,Adam Harrison,Rickey Smiley,Penn State football,Lipid,Doc Rivers,Pete Carroll,Dexter King,Super Bowl,Ecuador,NFL playoff picture,14661.5498046875,14755.330078125,14371.58984375,14701.919921875,17496680000,62.58984375
2021-07-11,Alabama vs Michigan,Nick Saban retiring,Ohio State football,Jason Kelce retire,Super Bowl 2024,Vince McMahon,New Year's Day,"Perry, Iowa",Dallas Cowboys,Kansas City Chiefs,Adam Harrison,Jim Harbaugh,Adan Canto,Oscar nominations 2024,NFL Games Today,Powerball,Dexter King,Penn State football,Lipid,Pete Carroll,Rickey Smiley,Doc Rivers,NFL playoff picture,Ecuador,Super Bowl,14743.8603515625,14803.6796875,14413.3203125,14427.240234375,21558850000,-274.6796875
2021-07-18,Jim Harbaugh,Oscar nominations 2024,New Year's Day,Vince McMahon,Adan Canto,Adam Harrison,"Perry, Iowa",Alabama vs Michigan,Jason Kelce retire,NFL Games Today,Kansas City Chiefs,Dallas Cowboys,Ohio State football,Nick Saban retiring,Super Bowl 2024,Powerball,Pete Carroll,NFL playoff picture,Rickey Smiley,Super Bowl,Ecuador,Lipid,Penn State football,Dexter King,Doc Rivers,14235.98046875,14846.0595703125,14178.66015625,14836.990234375,20882890000,409.75
2021-07-25,Adam Harrison,NFL Games Today,Adan Canto,Nick Saban retiring,Alabama vs Michigan,Powerball,Oscar nominations 2024,Jim Harbaugh,Kansas City Chiefs,"Perry, Iowa",Vince McMahon,Dallas Cowboys,Super Bowl 2024,Jason Kelce retire,New Year's Day,Ohio State football,Ecuador,Super Bowl,Rickey Smiley,Penn State football,NFL playoff picture,Dexter King,Lipid,Pete Carroll,Doc Rivers,14821.0302734375,14863.650390625,14503.759765625,14672.6796875,20608220000,-164.310546875
2021-08-01,New Year's Day,Adan Canto,Kansas City Chiefs,Dallas Cowboys,NFL Games Today,Adam Harrison,Oscar nominations 2024,"Perry, Iowa",Nick Saban retiring,Ohio State football,Alabama vs Michigan,Powerball,Super Bowl 2024,Vince McMahon,Jason Kelce retire,Jim Harbaugh,Super Bowl,Rickey Smiley,Dexter King,Lipid,Penn State football,NFL playoff picture,Doc Rivers,Ecuador,Pete Carroll,14758.599609375,14896.4697265625,14584.08984375,14835.759765625,20505220000,163.080078125
2021-08-08,Jason Kelce retire,Super Bowl 2024,Nick Saban retiring,NFL Games Today,New Year's Day,Vince McMahon,Kansas City Chiefs,Ohio State football,Adan Canto,Adam Harrison,Jim Harbaugh,Dallas Cowboys,Oscar nominations 2024,"Perry, Iowa",Powerball,Alabama vs Michigan,Penn State football,Dexter King,Doc Rivers,Super Bowl,Lipid,Ecuador,Pete Carroll,Rickey Smiley,NFL playoff picture,14855.759765625,14894.6103515625,14692.41015625,14822.900390625,20215820000,-12.859375
2021-08-15,Nick Saban retiring,Adan Canto,Dallas Cowboys,NFL Games Today,Powerball,Adam Harrison,Vince McMahon,Super Bowl 2024,Ohio State football,"Perry, Iowa",Jim Harbaugh,Jason Kelce retire,Alabama vs Michigan,New Year's Day,Kansas City Chiefs,Oscar nominations 2024,Lipid,Penn State football,Rickey Smiley,Ecuador,Dexter King,NFL playoff picture,Doc Rivers,Pete Carroll,Super Bowl,14771.5302734375,14794.6796875,14423.16015625,14714.66015625,20062470000,-108.240234375
2021-08-22,Alabama vs Michigan,Super Bowl 2024,Adan Canto,Vince McMahon,"Perry, Iowa",Oscar nominations 2024,Nick Saban retiring,Jason Kelce retire,Kansas City Chiefs,Powerball,Adam Harrison,Ohio State football,NFL Games Today,Jim Harbaugh,Dallas Cowboys,New Year's Day,Super Bowl,Lipid,Dexter King,Rickey Smiley,Doc Rivers,NFL playoff picture,Ecuador,Penn State football,Pete Carroll,14776.98046875,15144.48046875,14776.98046875,15129.5,19050190000,414.83984375
2021-08-29,Vince McMahon,Nick Saban retiring,Ohio State football,Kansas City Chiefs,Powerball,Jason Kelce retire,Super Bowl 2024,New Year's Day,Alabama vs Michigan,NFL Games Today,Adam Harrison,Jim Harbaugh,Oscar nominations 2024,Adan Canto,"Perry, Iowa",Dallas Cowboys,Super Bowl,Rickey Smiley,NFL playoff picture,Lipid,Penn State football,Pete Carroll,Dexter King,Ecuador,Doc Rivers,15165.9404296875,15380.0703125,15165.1201171875,15363.51953125,20278970000,234.01953125
2021-09-05,Vince McMahon,"Perry, Iowa",Dallas Cowboys,Jason Kelce retire,Adam Harrison,Powerball,Ohio State football,Kansas City Chiefs,Super Bowl 2024,NFL Games Today,Oscar nominations 2024,Adan Canto,New Year's Day,Jim Harbaugh,Alabama vs Michigan,Nick Saban retiring,Rickey Smiley,Ecuador,Doc Rivers,Penn State football,Lipid,NFL playoff picture,Dexter King,Super Bowl,Pete Carroll,15375.98046875,15403.4404296875,15111.3095703125,15115.490234375,16764100000,-248.029296875
2021-09-12,Super Bowl 2024,Adan Canto,Alabama vs Michigan,Nick Saban retiring,Dallas Cowboys,Oscar nominations 2024,NFL Games Today,New Year's Day,Ohio State football,Adam Harrison,Jason Kelce retire,Vince McMahon,Jim Harbaugh,Powerball,Kansas City Chiefs,"Perry, Iowa",Rickey Smiley,Lipid,Penn State football,Doc Rivers,Ecuador,Pete Carroll,NFL playoff picture,Super Bowl,Dexter King,15211.4296875,15215.4404296875,14984.6796875,15043.9697265625,24192690000,-71.5205078125
2021-09-19,"Perry, Iowa",Adan Canto,Vince McMahon,Adam Harrison,Powerball,Dallas Cowboys,New Year's Day,Oscar nominations 2024,Nick Saban retiring,Ohio State football,Jason Kelce retire,Alabama vs Michigan,NFL Games Today,Super Bowl 2024,Jim Harbaugh,Kansas City Chiefs,Lipid,Penn State football,Ecuador,Super Bowl,Rickey Smiley,Dexter King,NFL playoff picture,Pete Carroll,Doc Rivers,14758.1396484375,15085.4404296875,14530.0703125,15047.7001953125,21403270000,3.73046875
2021-09-26,"Perry, Iowa",New Year's Day,Jason Kelce retire,Vince McMahon,Kansas City Chiefs,Oscar nominations 2024,Dallas Cowboys,Powerball,Adan Canto,Ohio State football,Alabama vs Michigan,NFL Games Today,Nick Saban retiring,Super Bowl 2024,Jim Harbaugh,Adam Harrison,Rickey Smiley,Lipid,Pete Carroll,Penn State football,Super Bowl,Doc Rivers,Dexter King,Ecuador,NFL playoff picture,14954.1796875,15003.16015625,14324.009765625,14566.7001953125,25596570000,-481.0
2021-10-03,Super Bowl 2024,New Year's Day,Vince McMahon,Alabama vs Michigan,Jim Harbaugh,NFL Games Today,Adan Canto,Adam Harrison,"Perry, Iowa",Ohio State football,Dallas Cowboys,Jason Kelce retire,Oscar nominations 2024,Powerball,Kansas City Chiefs,Nick Saban retiring,Super Bowl,Pete Carroll,Lipid,Penn State football,Dexter King,NFL playoff picture,Doc Rivers,Ecuador,Rickey Smiley,14493.1201171875,14755.7197265625,14181.6904296875,14579.5400390625,20754970000,12.83984375
2021-10-10,New Year's Day,Alabama vs Michigan,Super Bowl 2024,Dallas Cowboys,Kansas City Chiefs,Vince McMahon,Ohio State football,Oscar nominations 2024,Nick Saban retiring,Adam Harrison,Adan Canto,Jason Kelce retire,"Perry, Iowa",Jim Harbaugh,NFL Games Today,Powerball,NFL playoff picture,Lipid,Pete Carroll,Ecuador,Doc Rivers,Penn State football,Rickey Smiley,Dexter King,Super Bowl,14540.080078125,14904.98046875,14441.599609375,14897.33984375,20413790000,317.7998046875
2021-10-17,Oscar nominations 2024,Nick Saban retiring,Dallas Cowboys,Powerball,Jim Harbaugh,Adam Harrison,NFL Games Today,Jason Kelce retire,New Year's Day,Vince McMahon,Alabama vs Michigan,Adan Canto,Kansas City Chiefs,Super Bowl 2024,Ohio State football,"Perry, Iowa",Rickey Smiley,Dexter King,Lipid,Ecuador,Super Bowl,Doc Rivers,NFL playoff picture,Penn State football,Pete Carroll,14839.740234375,15222.25,14833.2802734375,15090.2001953125,23505820000,192.8603515625
2021-10-24,New Year's Day,Ohio State football,Nick Saban retiring,Alabama vs Michigan,Jason Kelce retire,Vince McMahon,"Perry, Iowa",Powerball,Super Bowl 2024,Kansas City Chiefs,Adam Harrison,Adan Canto,Dallas Cowboys,NFL Games Today,Jim Harbaugh,Oscar nominations 2024,NFL playoff picture,Rickey Smiley,Doc Rivers,Dexter King,Super Bowl,Lipid,Pete Carroll,Penn State football,Ecuador,15142.919921875,15504.1201171875,15070.75,15498.3896484375,30106720000,408.189453125
2021-10-31,Super Bowl 2024,Nick Saban retiring,Alabama vs Michigan,New Year's Day,Adan Canto,Vince McMahon,Ohio State football,Jason Kelce retire,Dallas Cowboys,Adam Harrison,Jim Harbaugh,NFL Games Today,Oscar nominations 2024,"Perry, Iowa",Powerball,Kansas City Chiefs,Lipid,Dexter King,Super Bowl,Penn State football,Rickey Smiley,Doc Rivers,Pete Carroll,NFL playoff picture,Ecuador,15541.259765625,16053.3896484375,15470.8203125,15971.58984375,26592080000,473.2001953125
2021-11-07,New Year's Day,NFL Games Today,Super Bowl 2024,Oscar nominations 2024,Adam Harrison,Dallas Cowboys,Alabama vs Michigan,Adan Canto,"Perry, Iowa",Jim Harbaugh,Nick Saban retiring,Jason Kelce retire,Vince McMahon,Ohio State football,Kansas City Chiefs,Powerball,Pete Carroll,NFL playoff picture,Super Bowl,Doc Rivers,Rickey Smiley,Penn State football,Dexter King,Lipid,Ecuador,15995.7197265625,16038.23046875,15543.6796875,15860.9599609375,26684420000,-110.6298828125
2021-11-14,Jason Kelce retire,New Year's Day,Adam Harrison,"Perry, Iowa",Ohio State football,Kansas City Chiefs,Powerball,Oscar nominations 2024,Super Bowl 2024,Adan Canto,NFL Games Today,Vince McMahon,Alabama vs Michigan,Nick Saban retiring,Jim Harbaugh,Dallas Cowboys,Rickey Smiley,NFL playoff picture,Doc Rivers,Dexter King,Penn State football,Lipid,Super Bowl,Pete Carroll,Ecuador,15894.8203125,16121.1201171875,15778.3095703125,16057.4404296875,25869190000,196.48046875
2021-11-21,Dallas Cowboys,Jim Harbaugh,Super Bowl 2024,Alabama vs Michigan,Oscar nominations 2024,Kansas City Chiefs,Adam Harrison,Jason Kelce retire,"Perry, Iowa",Vince McMahon,NFL Games Today,Nick Saban retiring,Adan Canto,New Year's Day,Ohio State football,Powerball,Super Bowl,Penn State football,Lipid,Ecuador,Doc Rivers,NFL playoff picture,Pete Carroll,Rickey Smiley,Dexter King,16120.919921875,16212.23046875,15456.08984375,15491.66015625,18701470000,-565.7802734375
2021-11-28,Nick Saban retiring,NFL Games Today,New Year's Day,Powerball,Adam Harrison,Vince McMahon,Ohio State football,Oscar nominations 2024,Alabama vs Michigan,Super Bowl 2024,Jim Harbaugh,Dallas Cowboys,Jason Kelce retire,Kansas City Chiefs,Adan Canto,"Perry, Iowa",Penn State football,Super Bowl,Ecuador,Pete Carroll,Lipid,Rickey Smiley,Doc Rivers,NFL playoff picture,Dexter King,15719.419921875,15833.1103515625,14931.0595703125,15085.4697265625,29106590000,-406.1904296875
2021-12-05,Jason Kelce retire,Nick Saban retiring,Adam Harrison,New Year's Day,Jim Harbaugh,Alabama vs Michigan,NFL Games Today,Kansas City Chiefs,Super Bowl 2024,"Perry, Iowa",Vince McMahon,Adan Canto,Oscar nominations 2024,Powerball,Ohio State football,Dallas Cowboys,NFL playoff picture,Pete Carroll,Rickey Smiley,Penn State football,Dexter King,Doc Rivers,Lipid,Super Bowl,Ecuador,15117.6298828125,15796.0498046875,14931.6103515625,15630.599609375,23788920000,545.1298828125
2021-12-12,Super Bowl 2024,Alabama vs Michigan,NFL Games Today,Jason Kelce retire,Adam Harrison,"Perry, Iowa",Vince McMahon,Nick Saban retiring,Dallas Cowboys,Oscar nominations 2024,Jim Harbaugh,Powerball,Ohio State football,New Year's Day,Kansas City Chiefs,Adan Canto,Dexter King,Pete Carroll,Super Bowl,Lipid,Rickey Smiley,NFL playoff picture,Penn State football,Ecuador,Doc Rivers,15621.26953125,15637.0595703125,14960.3701171875,15169.6796875,27359080000,-460.919921875
2021-12-19,New Year's Day,NFL Games Today,Vince McMahon,Adan Canto,Adam Harrison,Jason Kelce retire,Ohio State football,Alabama vs Michigan,"Perry, Iowa",Dallas Cowboys,Oscar nominations 2024,Jim Harbaugh,Nick Saban retiring,Super Bowl 2024,Kansas City Chiefs,Powerball,Lipid,Pete Carroll,NFL playoff picture,Dexter King,Super Bowl,Penn State football,Doc Rivers,Ecuador,Rickey Smiley,14933.0,15697.98046875,14860.0400390625,15653.3701171875,17227270000,483.6904296875
2021-12-26,Dallas Cowboys,Oscar nominations 2024,Adam Harrison,Adan Canto,Vince McMahon,NFL Games Today,"Perry, Iowa",Alabama vs Michigan,Kansas City Chiefs,Jason Kelce retire,Powerball,Ohio State football,Nick Saban retiring,Super Bowl 2024,New Year's Day,Jim Harbaugh,Ecuador,Rickey Smiley,Doc Rivers,Pete Carroll,Dexter King,Lipid,Super Bowl,Penn State football,NFL playoff picture,15696.830078125,15901.4697265625,15643.9404296875,15644.9697265625,18250300000,-8.400390625
2022-01-02,"Perry, Iowa",Ohio State football,Nick Saban retiring,Vince McMahon,Adam Harrison,Adan Canto,New Year's Day,Jim Harbaugh,Super Bowl 2024,Oscar nominations 2024,Dallas Cowboys,Alabama vs Michigan,Jason Kelce retire,NFL Games Today,Kansas City Chiefs,Powerball,NFL playoff picture,Dexter King,Ecuador,Super Bowl,Lipid,Rickey Smiley,Penn State football,Doc Rivers,Pete Carroll,15732.5,15852.1396484375,14877.6298828125,14935.900390625,23621810000,-709.0693359375
2022-01-09,Powerball,Oscar nominations 2024,Ohio State football,"Perry, Iowa",Jason Kelce retire,Alabama vs Michigan,Adan Canto,Nick Saban retiring,NFL Games Today,New Year's Day,Kansas City Chiefs,Dallas Cowboys,Super Bowl 2024,Jim Harbaugh,Adam Harrison,Vince McMahon,Penn State football,Lipid,Rickey Smiley,Super Bowl,Ecuador,NFL playoff picture,Dexter King,Doc Rivers,Pete Carroll,14751.7802734375,15319.0302734375,14530.23046875,14893.75,22722460000,-42.150390625
2022-01-16,Dallas Cowboys,Powerball,Super Bowl 2024,Vince McMahon,Oscar nominations 2024,New Year's Day,Kansas City Chiefs,Adam Harrison,Ohio State football,Jim Harbaugh,Adan Canto,Alabama vs Michigan,"Perry, Iowa",NFL Games Today,Jason Kelce retire,Nick Saban retiring,Rickey Smiley,Ecuador,Super Bowl,Pete Carroll,Dexter King,NFL playoff picture,Penn State football,Doc Rivers,Lipid,14681.830078125,14740.5400390625,13764.240234375,13768.919921875,20699010000,-1124.830078125
2022-01-23,Adam Harrison,Super Bowl 2024,Adan Canto,Powerball,New Year's Day,Kansas City Chiefs,Dallas Cowboys,Nick Saban retiring,"Perry, Iowa",Ohio State football,Jason Kelce retire,Alabama vs Michigan,Jim Harbaugh,Oscar nominations 2024,Vince McMahon,NFL Games Today,Doc Rivers,Rickey Smiley,Super Bowl,Penn State football,NFL playoff picture,Pete Carroll,Lipid,Dexter King,Ecuador,13481.5,14002.650390625,13094.650390625,13770.5703125,27938600000,1.650390625
2022-01-30,Vince McMahon,Alabama vs Michigan,Powerball,"Perry, Iowa",Dallas Cowboys,NFL Games Today,Kansas City Chiefs,New Year's Day,Nick Saban retiring,Adam Harrison,Ohio State football,Jason Kelce retire,Jim Harbaugh,Adan Canto,Oscar nominations 2024,Super Bowl 2024,Rickey Smiley,Ecuador,Super Bowl,Doc Rivers,Penn State football,Pete Carroll,NFL playoff picture,Lipid,Dexter King,13812.1904296875,14504.8203125,13767.7099609375,14098.009765625,22917570000,327.439453125
2022-02-06,Super Bowl 2024,Nick Saban retiring,Oscar nominations 2024,"Perry, Iowa",Dallas Cowboys,NFL Games Today,Adan Canto,Powerball,Vince McMahon,Jim Harbaugh,Ohio State football,Adam Harrison,Kansas City Chiefs,Alabama vs Michigan,Jason Kelce retire,New Year's Day,Penn State football,Ecuador,Rickey Smiley,Super Bowl,Pete Carroll,NFL playoff picture,Doc Rivers,Dexter King,Lipid,14118.7900390625,14509.5595703125,13733.16015625,13791.150390625,23742060000,-306.859375
